MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
C (all),63,4761,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,1,BrkTil,3,2,1,1,0,1020,GasA,1,0,1,1020,0,1020,0,1,0,1,5,Typ,0,0,NA,0,0,0,0,0,N,0,0,NA,ConLD,Normal,64500
RL,75,9750,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171,3,PConc,4,3,1,1,0,1630,GasA,4,1,4,1630,0,1630,0,2,0,3,6,Typ,1,3,Attchd,1,2,451,3,3,Y,74,234,NA,WD ,Normal,213000
RL,63,8199,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,WdShing,Wd Shng,NA,0,3,PConc,4,3,3,6,648,728,GasA,4,1,4,728,728,1456,1,2,1,3,7,Typ,1,4,Attchd,3,2,410,3,3,Y,36,18,NA,WD ,Normal,189000
RL,79,10289,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,2,CBlock,3,3,1,5,836,1073,GasA,2,1,4,1073,0,1073,1,1,1,2,6,Typ,0,0,Attchd,2,2,515,3,3,Y,0,0,NA,WD ,Normal,156000
RL,82,11202,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206,3,PConc,5,3,3,6,1029,1432,GasA,4,1,4,1440,0,1440,1,2,0,3,7,Typ,1,3,Attchd,3,2,467,3,3,Y,185,95,NA,WD ,Normal,232500
RL,65,6012,Pave,NA,Lvl,Corner,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,AsbShng,Plywood,NA,0,2,PConc,0,0,0,0,0,0,GasA,2,0,4,1152,0,1152,0,2,0,2,6,Typ,0,0,NA,0,0,0,0,0,N,0,0,NA,WD ,AdjLand,82000
RL,82,11880,Pave,NA,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206,2,CBlock,4,3,1,5,704,1271,GasA,2,1,4,1601,0,1601,0,2,0,2,7,Typ,1,3,Attchd,2,2,478,3,3,Y,0,0,NA,COD,Abnorml,157000
RL,77,10010,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,4,3,3,5,1071,1389,GasA,3,1,4,1389,0,1389,1,1,0,2,6,Typ,1,3,Attchd,2,2,418,3,3,Y,240,38,NA,WD ,Normal,170000
RL,88,12216,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,3,6,918,1326,GasA,4,1,4,1326,0,1326,1,2,0,3,6,Typ,0,0,Attchd,3,2,388,3,3,Y,120,23,Shed,WD ,Normal,203000
RL,62,8010,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,3,CBlock,3,3,2,6,745,951,GasA,3,1,4,951,0,951,1,1,0,3,6,Typ,0,0,Detchd,1,2,480,3,3,Y,0,0,Shed,WD ,Normal,143500
RL,65,5950,Pave,NA,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1989,1989,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,4,6,319,1337,GasA,3,1,4,1337,0,1337,1,2,0,3,5,Typ,1,3,Attchd,2,2,462,3,3,Y,0,73,NA,WD ,Normal,188500
RL,0,10970,Pave,NA,Low,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,Plywood,HdBoard,NA,0,2,CBlock,4,4,4,6,505,940,GasA,2,1,4,1026,0,1026,1,1,0,2,5,Typ,0,0,Detchd,1,2,576,3,2,Y,0,0,NA,WD ,Normal,147000
RL,70,8445,Pave,NA,Lvl,Corner,CollgCr,Norm,Norm,1Fam,SFoyer,5,1972,2007,Gable,CompShg,HdBoard,Wd Shng,NA,0,2,CBlock,4,3,3,6,656,768,GasA,2,1,4,768,0,768,1,1,0,2,5,Typ,0,0,Detchd,1,2,396,3,3,Y,58,0,NA,WD ,Normal,133000
RL,70,8400,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,5,189,1478,GasA,3,1,4,1478,0,1478,1,1,1,2,6,Typ,2,4,Attchd,2,2,442,3,3,Y,114,0,NA,WD ,Normal,156500
RH,60,7200,Pave,Pave,Lvl,Inside,SWISU,Norm,Norm,Duplex,2Story,4,1967,1967,Flat,Tar&Grv,Plywood,CBlock,NA,0,2,Slab,0,0,0,0,0,0,GasA,2,1,4,862,1788,2650,0,3,0,2,10,Min2,0,0,NA,0,0,0,0,0,Y,0,0,Shed,WD ,Normal,160000
RL,68,9571,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,3,4,739,1144,GasA,2,1,4,1144,0,1144,1,1,0,2,6,Typ,0,0,Attchd,1,1,596,3,3,Y,44,0,NA,WD ,Normal,129000
RM,60,8520,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1923,1950,Gable,CompShg,Stucco,Stucco,NA,0,3,PConc,2,3,1,1,0,624,GasA,2,1,4,792,0,792,0,1,0,2,5,Typ,0,0,Detchd,1,1,287,3,3,Y,0,0,NA,WD ,Normal,99500
RL,85,9965,Pave,NA,Lvl,FR2,Somerst,Feedr,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,1528,GasA,4,1,4,1528,0,1528,0,3,2,3,6,Typ,1,3,Attchd,1,2,480,3,3,Y,0,228,NA,New,Partial,235876
RM,0,1974,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,NA,0,2,CBlock,3,3,1,4,334,546,GasA,2,1,4,546,546,1092,0,1,1,2,6,Typ,0,0,Attchd,2,1,286,3,3,Y,120,96,NA,WD ,Normal,83500
RL,85,10678,Pave,NA,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337,3,PConc,4,3,1,6,700,1683,GasA,4,1,4,2129,743,2872,0,2,1,3,9,Typ,1,3,Attchd,3,2,541,3,3,Y,0,33,NA,WD ,Normal,285000
RL,136,11675,Pave,NA,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,495,3,PConc,4,3,3,6,1660,1982,GasA,4,1,4,2006,0,2006,1,2,0,3,5,Typ,1,3,Attchd,3,3,938,3,3,Y,144,33,NA,WD ,Normal,350000
RM,50,6000,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1Story,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,3,6,576,960,GasA,2,1,3,960,0,960,1,1,0,2,5,Typ,0,0,Detchd,1,2,576,3,3,Y,0,0,NA,WD ,Normal,135500
RL,41,7132,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,3,PConc,4,3,2,6,24,1370,GasA,4,1,4,1370,0,1370,0,2,0,3,6,Typ,1,4,Attchd,2,2,484,3,3,Y,120,49,NA,WD ,Normal,205000
FV,0,2998,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513,3,PConc,4,3,1,6,353,756,GasA,4,1,4,768,756,1524,0,2,1,3,4,Typ,0,0,Detchd,1,2,440,3,3,Y,0,32,NA,WD ,Normal,166000
RL,80,14000,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1950,2004,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,1,0,1092,GasA,4,1,4,1152,0,1152,0,1,0,3,6,Typ,1,4,Attchd,1,1,300,3,3,Y,0,36,NA,WD ,Family,158500
RL,80,9600,Pave,NA,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128,2,CBlock,4,3,2,5,553,1288,GasA,2,1,4,1336,0,1336,0,2,0,2,6,Typ,1,2,Attchd,2,2,502,3,3,Y,312,11,Shed,WD ,Normal,163000
RL,56,6956,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1948,1950,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,2,3,2,1,0,624,GasA,4,1,4,624,312,936,0,1,0,2,5,Typ,0,0,Attchd,1,1,265,3,1,Y,0,0,NA,WD ,Normal,97900
FV,75,8004,Pave,NA,Lvl,Inside,Somerst,RRAn,Norm,1Fam,2Story,8,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110,3,PConc,4,3,1,6,544,832,GasA,4,1,4,832,1103,1935,1,2,1,2,8,Typ,0,0,BuiltIn,3,2,552,3,3,Y,0,150,NA,New,Partial,263435
RM,50,9000,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,610,GasA,4,0,3,819,0,819,0,1,0,3,4,Typ,0,0,NA,0,0,0,0,0,N,0,0,NA,WD ,Abnorml,72000
RL,113,13438,Pave,NA,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,4,CBlock,5,3,4,6,1758,2190,GasA,4,1,4,2036,0,2036,1,2,0,4,9,Typ,1,5,Attchd,3,3,780,3,3,Y,90,154,NA,WD ,Normal,410000
RL,75,45600,Pave,NA,Bnk,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,6,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,907,GasA,2,1,4,1307,1051,2358,0,3,0,2,10,Typ,1,4,Detchd,1,2,360,2,3,Y,486,40,NA,WD ,Normal,240000
RL,60,7313,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246,4,PConc,5,3,1,6,1153,1561,GasA,4,1,4,1561,0,1561,1,2,0,4,6,Typ,1,4,Attchd,3,2,556,3,3,Y,203,47,NA,WD ,Normal,277500
RL,107,13891,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436,3,PConc,5,3,4,6,1400,1710,GasA,4,1,4,1710,0,1710,1,2,0,3,6,Typ,1,4,Attchd,2,3,866,3,3,Y,0,102,NA,New,Partial,372402
RL,0,9248,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,2,PConc,4,3,1,6,560,1158,GasA,3,1,4,1167,0,1167,1,2,0,3,6,Typ,0,0,Attchd,2,2,400,3,3,Y,120,26,NA,WD ,Normal,173000
RL,68,7480,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,3,5,480,876,GasA,2,1,4,876,0,876,1,1,0,2,5,Typ,0,0,Detchd,1,2,484,3,3,Y,0,0,NA,WD ,Normal,127000
RL,65,8125,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,NA,0,2,PConc,4,3,1,1,0,702,GasA,3,1,4,702,779,1481,0,2,1,2,6,Typ,1,3,Attchd,3,2,343,3,3,Y,0,36,NA,WD ,Normal,174000
RL,60,8160,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,5,312,756,GasA,1,0,2,756,378,1134,1,1,1,2,7,Typ,0,0,Detchd,1,1,240,3,3,P,0,0,NA,WD ,AdjLand,126000
RL,64,7007,Pave,NA,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,NA,0,2,Slab,0,0,0,0,0,0,GasA,2,1,4,1513,0,1513,0,2,0,2,8,Typ,0,0,Attchd,1,2,400,3,3,Y,0,0,NA,WD ,Alloca,113722
RL,103,12867,Pave,NA,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2006,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,5,3,3,1,0,1209,GasA,4,1,4,1209,1044,2253,0,2,1,4,8,Typ,1,4,Attchd,3,2,575,3,3,Y,243,142,NA,New,Partial,344133
RL,60,14190,Pave,NA,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,4,1890,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,CBlock,2,3,1,1,0,925,GasA,3,1,4,1000,544,1544,0,2,0,2,7,Typ,0,0,NA,0,0,0,0,0,N,231,0,NA,WD ,Normal,138000
RM,24,1879,Pave,NA,Lvl,CulDSac,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,4,3,1,6,366,516,GasA,2,1,4,516,516,1032,0,1,0,2,5,Typ,1,3,Detchd,1,2,462,3,3,Y,213,0,NA,WD ,Normal,116500
RL,60,5400,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,2,3,1,1,0,691,GasA,4,1,3,691,0,691,0,1,0,4,4,Typ,0,0,Detchd,1,1,216,2,3,N,0,20,NA,WD ,Abnorml,86000
RL,77,9965,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220,3,PConc,5,3,3,6,984,1264,GasA,4,1,4,1282,1414,2696,1,2,1,4,10,Typ,1,4,BuiltIn,3,3,792,3,3,Y,120,184,NA,New,Partial,383970
RM,50,9000,Pave,Grvl,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,5,1880,1991,Gable,CompShg,VinylSd,VinylSd,NA,0,2,BrkTil,2,2,1,1,0,636,GasA,2,1,3,1089,661,1750,0,1,0,4,8,Typ,0,0,Detchd,1,1,240,2,1,N,0,0,NA,WD ,Abnorml,124000
RL,105,13693,Pave,NA,Lvl,Inside,NridgHt,PosA,PosA,1Fam,1Story,10,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,4,PConc,5,3,4,6,2288,2630,GasA,4,1,4,2674,0,2674,2,2,1,4,8,Typ,2,4,Attchd,3,3,762,3,3,Y,360,50,NA,WD ,Normal,610000
RL,70,7420,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,417,1057,GasA,2,1,4,1057,0,1057,0,1,0,2,6,Typ,0,0,Detchd,3,2,576,3,3,Y,0,0,NA,WD ,Normal,132000
RL,91,14303,Pave,NA,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,3,PConc,4,3,4,6,1314,1986,GasA,4,1,4,1987,0,1987,1,2,0,3,7,Typ,1,3,Attchd,3,2,691,3,3,Y,262,36,NA,WD ,Normal,301500
RL,120,9560,Pave,NA,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,2,3,360,864,GasA,4,1,4,864,0,864,0,1,0,2,5,Typ,0,0,Attchd,2,1,288,3,3,Y,0,0,NA,WD ,Normal,128500
RL,60,10800,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,720,GasA,2,0,4,846,0,846,0,1,0,3,4,Typ,0,0,Detchd,3,2,576,3,3,N,0,0,NA,WD ,Normal,106000
RL,120,26400,Pave,NA,Bnk,FR2,SawyerW,Feedr,Norm,1Fam,2Story,5,1880,2007,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,0,0,0,0,0,0,GasA,4,1,4,1288,728,2016,0,1,0,2,7,Mod,1,3,Attchd,1,2,576,3,3,P,0,0,NA,WD ,Normal,131000
RM,51,6120,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,2,1,2,273,952,GasA,2,1,3,994,588,1582,0,2,0,2,6,Typ,1,4,Detchd,1,1,250,2,3,Y,189,0,NA,WD ,Normal,150000
RL,70,7000,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45,2,CBlock,3,3,1,3,588,1010,GasA,4,1,4,1134,0,1134,0,1,0,2,6,Typ,0,0,Attchd,2,1,254,3,3,Y,0,16,NA,WD ,Family,135000
RL,0,16698,Pave,NA,HLS,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,7,1992,1993,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,3,6,800,1449,GasA,3,1,4,944,815,1759,1,2,1,3,7,Typ,1,3,Attchd,1,2,525,3,3,Y,150,193,NA,WD ,Normal,233500
RL,80,8400,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237,3,CBlock,3,3,1,1,0,1319,GasA,2,1,4,1537,0,1537,1,1,1,3,7,Typ,1,4,Attchd,2,2,462,3,3,Y,0,36,NA,COD,Abnorml,174000
RL,0,13869,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,3,6,182,794,GasA,3,1,4,794,676,1470,0,2,0,2,6,Typ,0,0,Attchd,3,2,388,3,3,Y,0,75,NA,WD ,Normal,177000
RM,51,6120,Pave,NA,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,927,GasA,2,1,4,1067,472,1539,0,1,1,2,5,Typ,0,0,Detchd,1,2,576,3,3,Y,112,0,NA,WD ,Normal,141500
RL,63,8500,Pave,NA,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106,3,PConc,4,3,3,1,0,1422,GasA,4,1,4,1422,0,1422,0,2,0,3,7,Typ,0,0,Attchd,2,2,626,3,3,Y,192,60,NA,WD ,Normal,179600
RL,80,9760,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,2,CBlock,3,3,4,4,717,1395,GasA,2,1,4,1395,0,1395,1,1,0,2,7,Min1,1,3,Attchd,2,2,440,3,3,Y,657,0,NA,WD ,Normal,192000
RL,53,3922,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,3,PConc,5,3,3,1,0,1258,GasA,4,1,4,1402,0,1402,0,0,2,3,7,Typ,1,4,Attchd,3,3,648,3,3,Y,120,16,NA,New,Partial,194201
RL,0,14762,Pave,NA,Lvl,Corner,Gilbert,Feedr,Norm,1Fam,2Story,5,1948,1950,Gable,CompShg,Plywood,Plywood,NA,0,2,Slab,0,0,0,0,0,0,GasA,3,1,4,1547,720,2320,0,2,0,2,7,Typ,1,3,Attchd,1,2,672,3,3,P,120,144,NA,WD ,Normal,169000
RL,60,8428,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,4,1,6,420,990,GasA,4,1,4,990,0,990,1,1,0,2,5,Typ,0,0,Detchd,1,1,384,3,3,Y,256,0,NA,WD ,Normal,146000
C (all),50,9000,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,1949,1950,Gable,CompShg,AsbShng,AsbShng,NA,0,2,CBlock,3,3,3,4,50,480,GasA,2,0,3,480,0,480,1,0,0,2,4,Typ,0,0,Detchd,1,1,308,3,3,Y,0,0,NA,WD ,Abnorml,35311
RL,65,8200,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,847,GasA,4,1,4,847,1081,1928,0,2,1,3,8,Typ,1,4,BuiltIn,3,2,434,3,3,Y,100,48,NA,WD ,Normal,219500
RM,99,5940,Pave,NA,Lvl,FR3,BrkSide,Feedr,Norm,1Fam,1Story,4,1946,1950,Gable,CompShg,MetalSd,CBlock,NA,0,2,PConc,0,0,0,0,0,0,GasA,2,1,3,896,0,896,0,1,0,2,4,Typ,0,0,Detchd,1,1,280,3,3,Y,0,0,NA,ConLD,Abnorml,79000
RL,57,9764,Pave,NA,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,1967,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,3,1,4,702,894,GasA,4,1,4,894,0,894,1,1,0,3,5,Typ,0,0,Attchd,2,2,450,3,3,Y,0,0,NA,WD ,Normal,130000
RL,107,10186,Pave,NA,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1992,1992,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,1,6,674,750,GasA,4,1,4,1061,862,1923,1,2,1,3,8,Typ,1,3,Attchd,2,2,564,3,3,Y,240,39,NA,WD ,Normal,190000
RL,0,11717,Pave,NA,Lvl,Inside,NWAmes,PosA,Norm,1Fam,1Story,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571,2,CBlock,3,3,1,1,0,1442,GasA,2,1,4,1442,0,1442,0,2,0,2,6,Typ,1,3,Attchd,2,2,615,3,3,Y,371,0,NA,WD ,Normal,185000
FV,36,3951,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,10,1998,1999,Gable,CompShg,BrkFace,MetalSd,NA,0,4,PConc,4,3,2,4,128,970,GasA,4,1,4,1469,924,2393,1,2,1,4,7,Typ,1,3,Attchd,3,2,846,3,3,Y,0,90,NA,WD ,Normal,345000
RM,60,10320,Pave,Grvl,Bnk,Inside,IDOTRR,Artery,Norm,2fmCon,2Story,6,1915,1965,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,276,698,GasA,4,1,2,754,649,1403,1,1,1,2,7,Typ,0,0,Detchd,1,1,308,3,3,Y,0,0,NA,WD ,Normal,116000
RL,129,9196,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,5,3,1,1,0,1560,GasA,4,1,4,1560,0,1560,0,2,0,3,7,Typ,0,0,Attchd,3,2,573,3,3,Y,100,150,NA,WD ,Normal,201000
RL,43,12712,Pave,NA,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,6,1973,2006,Gable,CompShg,CemntBd,CmentBd,NA,0,2,CBlock,4,3,2,5,968,1044,GasA,2,1,4,1055,0,1055,1,1,0,3,5,Typ,1,3,Attchd,2,2,542,3,3,Y,455,0,NA,WD ,Abnorml,147000
RL,0,15611,Pave,NA,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,3,5,767,1126,GasA,2,1,4,1126,0,1126,0,2,0,4,6,Typ,0,0,Attchd,2,2,540,3,3,Y,180,0,NA,WD ,Abnorml,175000
RL,84,11670,Pave,NA,Lvl,Corner,Somerst,RRNn,Norm,1Fam,1Story,9,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302,4,PConc,5,4,1,1,0,1905,GasA,4,1,4,1905,0,1905,0,2,0,4,8,Typ,1,4,Attchd,3,3,788,3,3,Y,0,191,NA,WD ,Normal,320000
RL,70,11767,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1946,1995,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,4,352,768,GasA,4,1,4,768,432,1200,0,1,0,2,6,Typ,0,0,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,130500
RL,41,4923,Pave,NA,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,2001,2002,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,5,3,3,6,1153,1593,GasA,4,1,4,1593,0,1593,1,1,1,4,5,Typ,1,4,Attchd,3,2,682,3,3,Y,0,120,NA,WD ,Normal,286000
RL,75,10050,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,288,1216,GasA,2,1,4,1216,0,1216,1,1,0,2,5,Typ,0,0,Attchd,2,1,336,3,3,Y,0,0,NA,WD ,Normal,129500
RL,70,9135,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,3,PConc,4,3,3,6,340,1682,GasA,4,1,4,1700,0,1700,1,2,0,3,7,Typ,0,0,Attchd,2,2,544,3,3,Y,192,23,NA,WD ,Normal,200000
